text,label
"Pouvez-vous me dire comment dire «je ne parle pas beaucoup espagnol», en espagnol",translate
Dites-moi comment dire: «C'est une belle matinée» en italien,translate
Veuillez me dire comment demander un taxi en français,translate
"Si j'étais japonais, comment dirais-je que je suis touriste",translate
Comment dire «hôtel» en finnois,translate
Je voudrais savoir comment dire «Bonjour» en russe,translate
Est-ce que vous pouvez me dire comment dire «Excusez-moi» en allemand,translate
Dites-moi comment dire «Merci beaucoup» en portugais,translate
Pourriez-vous m'indiquer comment dire «Où est la gare?» en néerlandais,translate
Je souhaiterais savoir comment dire «Au revoir» en suédois,translate
Comment dit-on «Je suis perdu» en anglais,translate
Pouvez-vous me dire comment dire «Je cherche un restaurant» en espagnol,translate
Dites-moi comment dire «Je ne comprends pas» en italien,translate
Veuillez me dire comment demander l'heure en français,translate
"Si j'étais japonais, comment dirais-je que j'ai besoin d'aide",translate
Comment dire «musée» en finnois,translate
Je voudrais savoir comment dire «S'il vous plaît» en russe,translate
"Est-ce que vous pouvez me dire comment dire «Excusez-moi, je suis en retard» en allemand",translate
Dites-moi comment dire «Je suis désolé» en portugais,translate
Pourriez-vous m'indiquer comment dire «Où est la plage?» en néerlandais,translate
Je souhaiterais savoir comment dire «Je suis fatigué» en suédois,translate
Comment dit-on «Je suis allergique aux fruits de mer» en anglais,translate
Pouvez-vous me dire comment dire «Je veux commander quelque chose à manger» en espagnol,translate
Quelles sont les alertes de voyage pour l'Espagne,travel_alert
Y a-t-il des restrictions de voyage pour le Japon,travel_alert
Est-il sûr de voyager en Italie en ce moment,travel_alert
Quelles sont les recommandations de voyage pour le Brésil,travel_alert
Existe-t-il des alertes de voyage pour la Grèce,travel_alert
Y a-t-il des alertes de voyage pour le Mexique,travel_alert
Quelles sont les précautions à prendre pour voyager en Inde,travel_alert
Est-il sûr de visiter la Thaïlande en ce moment,travel_alert
Existe-t-il des restrictions de voyage pour l'Egypte,travel_alert
Quelles sont les alertes de voyage pour les Etats-Unis,travel_alert
Y a-t-il des recommandations de voyage pour l'Australie,travel_alert
Est-il sûr de se rendre au Royaume-Uni en ce moment,travel_alert
Quelles sont les alertes de voyage pour le Canada,travel_alert
Y a-t-il des restrictions de voyage pour la Chine,travel_alert
Existe-t-il des alertes de voyage pour la Russie,travel_alert
Est-il sûr de voyager en Afrique du Sud en ce moment,travel_alert
Quelles sont les recommandations de voyage pour la Nouvelle-Zélande,travel_alert
Y a-t-il des alertes de voyage pour la Turquie,travel_alert
Est-il sûr de visiter l'Argentine en ce moment,travel_alert
Quelles sont les alertes de voyage pour la France,travel_alert
Y a-t-il des précautions à prendre pour voyager en Allemagne,travel_alert
Existe-t-il des alertes de voyage pour l'Espagne,travel_alert
Est-il sûr de se rendre en Italie en ce moment,travel_alert
Quelles sont les recommandations de voyage pour le Portugal,travel_alert
Y a-t-il des restrictions de voyage pour la Suisse,travel_alert
J'ai perdu mes bagages lors de mon vol avec Air France,lost_luggage
Où puis-je signaler mes bagages perdus à l'aéroport,lost_luggage
"Je ne trouve pas mes valises, que dois-je faire maintenant",lost_luggage
Mes bagages ont été égarés lors de mon vol avec British Airways,lost_luggage
Perte des bagages sur le vol Lufthansa à l'aéroport de Francfort,lost_luggage
Comment puis-je récupérer mes bagages si je les ai perdus lors de mon vol,lost_luggage
