text,label
Pouvez-vous traduire cette phrase en italien : «Où se trouve la gare ?»,translate
Je veux savoir comment on dit «Je voudrais une chambre pour deux personnes» en allemand,translate
"Si je suis en Chine, comment puis-je demander où se trouve la station de métro ?",translate
"Comment dit-on «Excusez-moi, où puis-je trouver un bon restaurant ?» en japonais ?",translate
J'ai besoin de savoir comment dire «Je cherche la plage» en espagnol,translate
Pouvez-vous me dire comment on dit «Je veux acheter un souvenir» en russe ?,translate
"Comment dit-on «Je suis perdu, pouvez-vous m'aider à trouver mon chemin ?» en anglais ?",translate
Veuillez traduire cette phrase en français : «Où est la station de bus la plus proche ?»,translate
Je voudrais savoir comment dire «Combien coûte cette excursion ?» en allemand,translate
"Si je vais au Brésil, comment puis-je demander «Où puis-je trouver un bureau de change ?» en portugais ?",translate
Comment dit-on «Pourriez-vous recommander un bon restaurant ?» en italien ?,translate
J'ai besoin de savoir comment dire «Je suis allergique aux fruits de mer» en espagnol,translate
Pouvez-vous me dire comment on dit «Je voudrais un billet aller-retour» en français ?,translate
Comment dit-on «Je cherche une pharmacie» en russe ?,translate
Veuillez traduire cette phrase en anglais : «Où puis-je trouver un bureau de tourisme ?»,translate
Je voudrais savoir comment dire «Combien coûte cette visite guidée ?» en allemand,translate
"Si je vais en Corée du Sud, comment puis-je demander «Où est l'hôtel le plus proche ?» en coréen ?",translate
Comment dit-on «Pourriez-vous me recommander un bon restaurant ?» en japonais ?,translate
J'ai besoin de savoir comment dire «Je ne mange pas de viande» en espagnol,translate
Pouvez-vous me dire comment on dit «Je voudrais une carte de la ville» en russe ?,translate
À quelle heure est prévu l'embarquement pour mon vol,flight_status
Quand est-ce que je vais décoller pour mon vol,flight_status
Je voudrais connaître l'horaire de mon vol,flight_status
À quelle heure est prévue l'arrivée de mon vol,flight_status
Pouvez-vous me dire si mon vol est à l'heure,flight_status
Quel est le statut de mon vol,flight_status
Je souhaite vérifier l'état de mon vol,flight_status
Quand est-ce que mon vol va partir,flight_status
Quand vais-je pouvoir monter à bord de mon vol,flight_status
Est-ce que mon vol est retardé,flight_status
Quand est-ce que mon avion va atterrir,flight_status
Quand est-ce que mon vol va atterrir,flight_status
Quand est-ce que nous allons atterrir,flight_status
Est-ce que mon vol est annulé,flight_status
Quel est le numéro de vol pour mon vol,flight_status
Quand vais-je arriver à l'aéroport,flight_status
Quand vais-je partir pour mon vol,flight_status
À quelle heure est prévu le décollage de mon vol,flight_status
Quelle est la durée de mon vol,flight_status
Quand vais-je quitter mon lieu de départ,flight_status
Quand vais-je arriver à la destination,flight_status
Quand mon vol sera-t-il prêt à décoller,flight_status
Quelle est la compagnie aérienne de mon vol,flight_status
Quelle est la porte d'embarquement pour mon vol,flight_status
Quand est-ce que mon vol va-at-il décoller,flight_status
Quand est-ce que nous allons monter à bord de l'avion,flight_status
Quand est-ce que je vais arriver à mon lieu de destination,flight_status
"Je prévois de voyager à New York, que me conseillez-vous de faire là-bas?",travel_suggestion
Quelles sont les attractions touristiques populaires à Paris?,travel_suggestion
"Je vais à Rome le mois prochain, quels sont les endroits que je ne devrais pas manquer?",travel_suggestion
Y a-t-il des plages magnifiques à visiter à Hawaï?,travel_suggestion
Pouvez-vous me donner des suggestions pour des randonnées en montagne en Suisse?,travel_suggestion
"J'aimerais visiter des châteaux en Allemagne, quels sont les plus beaux châteaux à voir?",travel_suggestion
Quelles sont les meilleures activités à faire à Barcelone?,travel_suggestion
"Je vais à Londres pour la première fois, quelles sont les attractions incontournables?",travel_suggestion
